clicked_news	category	subcategory	title
N1719	nyheter	moreromsdal	Kvinne omkom i ulykke på E39
N1723	100sport	sprek	10 spådommer for fysisk aktivitet i fremtiden
N1724	kultur	aretstronder	«Årets trønder»-kandidatene er klare
N1725	No category	No subcategory	Brutalt god dopthriller
N1728	nyheter	kuriosa	Send oss bilder av ditt pepperkakehus!
N1735	100sport	sprek	Som 13-åring levde Simen et bekymringsfritt liv. Så endret en ulykke alt.
N1737	nyheter	innenriks	Røykutvikling fra motorvarmer kan skyldes småkjøring
N1739	No category	No subcategory	Bilder fra krigen
N1745	nyheter	sortrondelag	- Vi har mistet omtrent alt
N1749	100sport	vintersport	Her vil Hockey-Trondheim bygge ny storstue
N1751	100sport	vintersport	Klæbo sensasjonelt slått i comebacket
N1762	nyheter	trondheim	Bil ble totalvrak etter krasj med bergvegg
N1764	100sport	vintersport	- Petter Northug liker å tøye grensene. Det er en av grunnene til at han er så god.
N1765	nyheter	nordtrondelag	16-åring skadd i ulykke med fyrverkeri
N1766	nyheter	sortrondelag	Mann funnet sovende bak rattet
N1767	tema	arets tronder	- Det er masse folk som fortjener dette mer enn meg
N1768	pluss	magasin	Jeg skreik og skreik og ba pappa om en siste sjanse
N1770	100sport	vintersport	Svensk kommentator: - Jeg synes mer synd på Legkov enn Johaug
N1773	pluss	kultur	- Hvis du ikke er dritgod i alt, så er livet vanskelig
N1775	pluss	kultur	Legger ned et av byens mest populære utesteder
N1776	nyheter	moreromsdal	Nytt dødsfall i Gjemnes
N1778	pluss	nyheter	Roar har slanket bort 246 kilo
N1779	nyheter	trondheim	Døddrukne ungdommer, trusler, vold og skadeverk
N1780	nyheter	sortrondelag	Elevene i Roan får fortsatt båt forbi rasstedet
N1782	nyheter	innenriks	Kong Harald: - Litt uvirkelig å bli 80
N1783	nyheter	trondheim	Se den vanvittige forbikjøringen på E6
N1784	100sport	vintersport	Måtte i oppvaskmøte etter å ha kritisert landslaget
N1785	meninger	ordetfritt	Å stå på jobb i nattåpen kiosk første juledag, gir inntrykk som rører deg
N1786	nyheter	trondheim	Her blir det ikke nyttårssodd
N1787	nyheter	trondheim	Tre tyver tatt på fersken under innbrudd - tredjemann gjemte seg for politiet i garasje
N1788	meninger	ordetfritt	Bygging i parkene, er det NTNUs bidrag til framtidsrettet byutvikling?
N1789	nyheter	trondheim	Nå settes AtB-prisene opp igjen
N1791	tema	arets tronder	Nå kan du stemme på din favoritt
N1792	nyheter	trondheim	Lærer vil ha fitness som skolefag
N1794	No category	No subcategory	Trøndelag får det verste været i landet nyttårsaften
N1798	No category	No subcategory	Danskene tok farvel med «Skam»: - Det har det vært vanskelig å fokusere på jobben
N1800	No category	No subcategory	Trondheim, Sjøgangen
N1801	100sport	fotball	Nå er keeperen ferdig i Rosenborg
N1802	nyheter	sortrondelag	Dette er de store endringene du må vite om ved nyttår
N1803	nyheter	trondheim	Her er restaurantene gjestene mener er på topp og bunn i Trondheim
N1807	pluss	okonomi	Fretex føler seg svindlet av trondheimsfirma: - Å bli lurt på denne måten er veldig surt
N1808	nyheter	innenriks	Derfor har Bertil bare ett pepperkakebein
N1810	100sport	vintersport	Dette spørsmålet om russerne ville ikke Sundby svare på
N1815	nyheter	trondheim	Lars Erik fikk sjokk i Strindheimtunnelen
N1816	nyheter	innenriks	Biskop tilsto sexovergrep mot altergutt
N1819	nyheter	trondheim	2000 passasjerer rammet av værfaste hurtigruter: - Dette vil nok koste litt
N1821	nyheter	utenriks	I sommer kan Norwegians norske Syden-turister få en skikkelig stor overraskelse
N1822	No category	No subcategory	Siste nytt om juleværet i Trøndelag
N1823	nyheter	trondheim	- Det er skikkelig tragisk
N1824	nyheter	sortrondelag	Roan får skolebåt
N1830	pluss	magasin	Lurt av appen
N1832	nyheter	trondheim	Tyvene stjal diesel da de ikke fikk tak i fyrverkeri
N1833	No category	No subcategory	Dette må du vite før du kjøper hybrid
N1834	100sport	ballsport	Byåsen våknet etter pause - tok NM-gull
N1836	No category	No subcategory	E6, Malvik
N1840	No category	No subcategory	E6 Namsskogan
N1841	100sport	fotball	Ada Hegerberg: - Hvorfor skal ikke vi jenter bli tatt like mye på alvor som guttene?
N1843	100sport	fotball	Den nye og praktfulle arenaen er blitt et mareritt: – Riv den nå
N1845	nyheter	trondheim	Ny stor bybrann
N1847	nyheter	innenriks	Orkan hindrer Hurtigruten
N1855	nyheter	okonomi	Reitan mister 106 kiosker i Sverige
N1861	100sport	sjakk	Ekspert om Magnus Carlsens valg: - Et sjansespill
N1862	nyheter	trondheim	Ågot Lian er konkurs
N1867	meninger	ordetfritt	Jeg og mutter'n (93) må vente sju timer på en lege. En lege som få har sett i dag
N1871	pluss	nyheter	I disse kommunene fortsetter debatten om sammenslåing
N1872	nyheter	trondheim	- Vi ble sjokkert da han gjorde dette for å hjelpe oss
N1873	No category	No subcategory	Minneord: Anne Marie Halseide
N1875	pluss	magasin	Historiske trondheimsbilder: Her kommer småbåtene opp langs Nidelva
N1877	pluss	magasin	Historiske trøndelagsbilder: Nazister på Torget
N1878	100sport	sprek	Forsker: Denne treningen er mer effektiv enn 4x4-intervaller
N1883	No category	No subcategory	E6 Heimdalsmyra, Trondheim
N1885	nyheter	okonomi	Ny norsk prisrekord på bensin
N1886	nyheter	trondheim	Sjekk den bensinprisen
N1889	100sport	sjakk	SJAKK-VM DIREKTE: Carlsen: - Det har vært en veldig bra dag
N1892	100sport	fotball	– Ønsker definitivt å hente en midtstopper før vi drar til Gran Canaria
N1899	100sport	sjakk	Her er trekkene som provoserte Carlsen: - Helt, helt sykt
N1901	pluss	nyheter	Elbiler må likevel betale full p-avgift fra nyttår
N1903	No category	No subcategory	Riksvei 3, Kvikneskogen
N1910	No category	No subcategory	Turistskipskaia, Trondheim
N1911	nyheter	trondheim	Er dette Trondheims dyreste fyrverkeri?
N1912	nyheter	innenriks	Nybyen på Svalbard blir evakuert
N1916	No category	No subcategory	Riksvei 3, Bergrønningen
N1919	pluss	nyheter	Valgte karriere som eventyrer
N1920	No category	No subcategory	Snart er det tomt for EL-skilt
N1921	No category	No subcategory	Må man dra ut laderen etter bruk?
N1922	pluss	meninger	Underlig julehilsen fra Hofstad Helleland
N1923	No category	No subcategory	Imponerende, men ikke essensiell - riktig ennå
N1925	No category	No subcategory	DAB-radioen Harriet trodde skulle vare livet ut, er allerede ubrukelig
N1927	nyheter	trondheim	Tror det kun var én gjerningsmann
N1929	nyheter	trondheim	- Treningssenteret hjelper innbruddstyver
N1930	nyheter	okonomi	Disse boligene ble solgt i Midt-Norge i november
N1931	No category	No subcategory	Minneord: Karl Gunnar Götestam
N1934	No category	No subcategory	Nå kan du finne «hemmelige» meldinger på Facebook messenger
N1935	No category	No subcategory	Minneord: Jonas Skarsvåg Fossheim
N1939	nyheter	sortrondelag	Her finner du oppkjørte skiløyper
N1947	nyheter	nordtrondelag	Ikke gå i parkeringsfella på Værnes
N1951	pluss	okonomi	Suksessgründer Vegard Wollan slutter i Atmel
N1954	nyheter	innenriks	Én person omkom i ulykke på E6 ved Majavatn
N1959	pluss	magasin	Far drepte sønnen og broren - nå har de funnet en fremtid på Hølonda
N1962	nyheter	trondheim	- Jeg rakk å tenke «nei»
N1965	pluss	okonomi	Dette har Rema 1000 søkt om å bruke Æ-varemerket til
N1966	nyheter	moreromsdal	To skadde etter dødsulykke på E39 får behandling ved St. Olav
N1967	nyheter	trondheim	17-åring løslatt etter knivstikking i Trondheim
N1970	nyheter	sortrondelag	Kom til akuttmottaket med dypt kjøttsår – fikk beskjed om å ringe og stille seg i kø
N1972	pluss	okonomi	Arne tjente over fire millioner på Rema-butikken sin i fjor
N1976	No category	No subcategory	Minneord: Johannes Storhaug Ervik
N1978	pluss	okonomi	Rema skviser ut Kims, vil heller selge Maarud
N1983	nyheter	trondheim	Rødt-styret trekker seg i protest mot Byrkjeflot
N1985	nyheter	okonomi	Her åpner ny dagligvarebutikk
N1987	No category	No subcategory	Minneord: Ingebrigt Sesseng Sirum
N1996	nyheter	trondheim	Frontkollisjon på Heimdal
N1997	pluss	nyheter	- Vi har stemt for Åfjord – det holder!
N2003	nyheter	trondheim	Ettermiddagståka pakket inn Trondheim
N2009	No category	No subcategory	Rektor frykter kaos med ny holdeplass på Byåsen
N2011	No category	No subcategory	Camilla (19) skal delta i Kakekrigen
N2014	nyheter	sortrondelag	Brøyterne: - Legg skisporet på veiskuldra
N2016	nyheter	trondheim	Disse julevarene er det full priskrig på i Trondheim
N2022	100sport	sprek	Vil du bli sprekere i 2017? Eksperten har et klart råd
N2025	nyheter	trondheim	Hvor er det kø? Sjekk fredagstrafikken her
N2027	nyheter	okonomi	Her er Bjørnebyes nye millionvilla
N2033	nyheter	trondheim	Her er superbuss-traseene
N2035	No category	No subcategory	Dette gjorde Marie og Tom Espen med sine ti rom da barna flyttet ut
N2036	No category	No subcategory	Bor i det ene huset, jobber i fjøset og driver hobby i stallen
N2038	pluss	nyheter	Erlend Moen blir rektor etter turbulent år
N2039	No category	No subcategory	Vi må bli mer som Marvin
N2041	nyheter	moreromsdal	Nå er navnet frigitt etter dødsfall i Gjemnes
N2042	100sport	vintersport	Intens pengejakt pågår nå for å få skiheltene til Trondheim
N2044	100sport	sprek	Her er ekspertens syv kostholdstips: - Effekten er kjempestor
N2048	100sport	fotball	Nå er RBK-floppen legende i Australia
N2056	pluss	nyheter	Takk, tårer og en tåpelig innbruddstyv
N2058	No category	No subcategory	Minneord: Ola Flenstad
N2064	No category	No subcategory	Denne boden er en av de med lengst kø
N2074	nyheter	moreromsdal	Er du Joker-millionæren fra Aure?
N2081	nyheter	trondheim	Dette bruker Trondheim 60 ekstra millioner på
N2082	No category	No subcategory	Forbrukerombudet advarer mot disse nettbutikkene
N2083	nyheter	trondheim	Selvlysende nazi-bunker i Trondheim
N2086	pluss	nyheter	Forsker advarer mot treningen som ikke virker
N2087	nyheter	moreromsdal	Politiet frigir navn på kvinne som døde etter E39-ulykke
N2090	No category	No subcategory	I kveld kan du få et spesielt syn på himmelen
N2091	nyheter	innenriks	Her kan Norges største meteor ha falt ned
N2092	100sport	fotball	Ny TV-serie: Nå blir det «sirkus RBK»
N2093	nyheter	moreromsdal	Navnet på druknet 40-åring er frigitt
N2095	nyheter	innenriks	Mystisk lysfenomen over Norge
N2096	nyheter	trondheim	Se de utrolige nordlysbildene fra Trøndelag
N2098	No category	No subcategory	Da meteorene begynte å regne tok Jørn frem kameraet
N2102	nyheter	sortrondelag	Kjørte rett forbi rødt lys og UP-patrulje som sto stille
N2106	No category	No subcategory	Minneord: Bjørn Roar Kjørsvik
N2121	nyheter	trondheim	- Å lage ribbe er som å bevege seg i et minefelt
N2122	nyheter	kuriosa	Han har Trøndelags beste latter
N2123	100sport	fotball	Sørloth ville ha sagt nei om Rosenborg kom på banen i dag
N2125	No category	No subcategory	Minneord: Håkon Margido Elnan Sundaune
N2126	No category	No subcategory	Chand lager sang til sin nyfødte datter
N2128	100sport	fotball	Tidligere Tromsø-keeper tvinges til å legge opp etter bisarr kjøkkenskade
N2133	nyheter	trondheim	Savnet mann kom til rette
N2141	No category	No subcategory	- Vi ser nybakte mødre som ikke får med seg signaler på sult
N2146	meninger	ordetfritt	For meg var det en stor utfordring å tilpasse meg videregående skole
N2148	pluss	magasin	Ti år siden alt dette forsvant
N2151	nyheter	okonomi	Rema tar kontroll over kyllingen fra egg til filet
N2158	nyheter	trondheim	Slik gikk det da elbilene måtte betale p-avgift
N2160	No category	No subcategory	Nå starter innspillingen av Anno i Trondheim
N2161	pluss	nyheter	Victor er spansk skiturist i Bymarka: - I Spania er det altfor varmt
N2168	nyheter	sortrondelag	Svein Børge ble far mens han lå i koma etter brannen
N2173	nyheter	okonomi	- Vi føler at Ranheim er kolonisert
N2174	No category	No subcategory	«Oldefarnavn» passer inn i navnetrendene nå
N2176	nyheter	sortrondelag	Kjøpte tomta for 350 000, selger drømmehuset for nesten åtte mill.
N2177	pluss	magasin	Slik så Værnes ut for 35 år siden
N2183	No category	No subcategory	Håper på konkurranse mellom el- og hydrogenbiler
N2186	No category	No subcategory	Flakk ferjekai
N2191	No category	No subcategory	Verdenskjent ryddeguru: Rydd én gang, og du trenger aldri rydde igjen
N2193	nyheter	trondheim	Barnehage skal ha sett hunden Bowie i Bymarka
N2194	No category	No subcategory	Dette bør du absolutt ikke fyre med i peisen
N2197	nyheter	okonomi	Her er byggeprosjektene i og rundt Trondheim
N2198	nyheter	sortrondelag	Døde etter slåsskamp
N2201	No category	No subcategory	Slik så det ut før: - Folk sa til oss at vi måtte ikke finne på å kjøpe gården
N2202	nyheter	okonomi	Dette er de rikeste kvinnene i Midt-Norge
N2204	No category	No subcategory	Ola Borten Moe og Ivar Vigdenes påstår at det foregår en avkristning av Norge som rektorer, politikere, ateister og humanetikere står bak?Er det sant?
N2208	pluss	okonomi	- Fast ansatte er et konkurransefortrinn
N2210	pluss	nyheter	- Dette er ikke Senterpartiets olje- og gasspolitikk
N2212	pluss	kultur	Vi har kåret årets beste juleøl
N2214	pluss	nyheter	Olav har fjernet begge nyrene - nå renser han blodet sitt i stua
N2215	pluss	magasin	Ny serie: Slik så Trondheim ut på 1800-tallet
N2219	No category	No subcategory	Elbileiere vil ikke bytte til bensin eller diesel
N2227	meninger	ordetfritt	En rullatordames søte hevn over sykkelbølle ved Lade kirke
N2228	100sport	vintersport	Sjefen må bremse de norske Tour-favorittene
N2229	No category	No subcategory	Nå kan du bli med i Anno
N2232	pluss	magasin	Bli med pensjonistene som driver sagbruk på gamlemåten
N2233	nyheter	trondheim	Blomsterdekoratør og kjøkkensjef overrasket over skilsmisse
N2237	pluss	magasin	Så mye har Trondheim forandret seg
N2238	No category	No subcategory	Tilbyr Tesla Model S med kortere rekkevidde
N2249	pluss	magasin	Se hva som var hipt og kult for 50 år siden
N2256	nyheter	trondheim	Pågrepet i Trondheim etter stort beslag av «partydop»
N2258	forbruker	hjem	Rema-Reitans luksushjem
N2260	pluss	kultur	Kokt kujur til middag
N2273	nyheter	trondheim	Timevis i kø hos legevakta
N2274	No category	No subcategory	Med kreative grep har Øystein fått et ganske så unikt hjem
N2277	No category	No subcategory	- Det er fullt mulig å blande norsk og samisk i en tale
N2280	pluss	magasin	Da Hårek inntok badestranda på Øysand
N2283	nyheter	trondheim	- Helt ufattelig at det går an å behandle en ny bil på denne måten
N2287	nyheter	trondheim	Slik var Nordre-brannen minutt for minutt
N2289	nyheter	trondheim	Innbrudd på Storm kjøpesenter på Tiller
N2300	nyheter	okonomi	De åpner en ny restaurant på Solsiden
N2308	No category	No subcategory	Se hvilke filmer og serier som ble lagt til på Netflix mens du feiret nyttår
N2309	No category	No subcategory	Adresseavisens beste bilder fra 2016
N2311	pluss	magasin	Historiske trondheimsbilder: Her koser de seg på byen
N2316	No category	No subcategory	Disse elleve tingene mener ekspertene at «alle» nordmenn har i hjemmet sitt
N2318	No category	No subcategory	Tre grøtsvidde gryter: Hvilken vaskemetode fungerer best?
N2319	No category	No subcategory	Kjersti fikk bygge midt i strandsonen
N2322	nyheter	okonomi	- Det er flere teorier rundt hvorfor det er blitt slik
N2324	No category	No subcategory	Nattlige vandringer ga gjev fotopris
N2327	nyheter	okonomi	- Helt greit hvis bensinprisen blir 19-20 kroner
N2329	No category	No subcategory	-«Anno» er tro mot historien
N2333	nyheter	nordtrondelag	Vil kreve erstatning etter båtkrasj
N2338	No category	No subcategory	Det tidligere filmstudioet besto av 29 rom
N2342	No category	No subcategory	Dette er de nye reglene for bolig fra 1. januar
N2344	nyheter	okonomi	Enebolig på Kvål mest sett på finn.no
N2356	No category	No subcategory	Dette er årets mest moderne lamper
N2360	nyheter	trondheim	Bjørndalsbrua blir sikret
N2361	nyheter	sortrondelag	BMW med elbil-sjokk i november
N2362	nyheter	trondheim	Oppsigelser i vente i kirken
N2372	pluss	magasin	Renata er en samler. Se hvordan det har formet hjemmet hennes i Verdal.
